text,tactic,technique
"Gathering this information may reveal opportunities for other forms of reconnaissance (ex: Phishing for Information or Search Open Websites/Domains), establishing operational resources (ex: Develop Capabilities or Obtain Capabilities), and/or initial access (ex: Phishing or Hardware Additions).",TA0043,T1591.001
"Much of this activity may have a very high occurrence and associated false positive rate, as well as potentially taking place outside the visibility of the target organization, making detection difficult for defenders.",TA0043,T1591.001
"Detection efforts may be focused on related stages of the adversary lifecycle, such as during Initial Access.",TA0043,T1591.001
Adversaries may gather information about the victim's business relationships that can be used during targeting.,TA0043,T1591.002
"Information about an organization’s business relationships may include a variety of details, including second or third-party organizations/domains (ex: managed service providers, contractors, ) that have connected (and potentially elevated) network access.",TA0043,T1591.002
This information may also reveal supply chains and shipment paths for the victim’s hardware and software resources.,TA0043,T1591.002
"Adversaries may gather this information in various ways, such as direct elicitation via Phishing for Information.",TA0043,T1591.002
Information about business relationships may also be exposed to adversaries via online or other accessible data sets (ex: Social Media or Search Victim-Owned Websites).,TA0043,T1591.002
"Gathering this information may reveal opportunities for other forms of reconnaissance (ex: Phishing for Information or Search Open Websites/Domains), establishing operational resources (ex: Establish Accounts or Compromise Accounts), and/or initial access (ex: Supply Chain Compromise, Drive-by Compromise, or Trusted Relationship).",TA0043,T1591.002
Dragonfly has collected open source information to identify relationships between organizations for targeting purposes.,TA0043,T1591.002
"In preparation for its attack against the 2018 Winter Olympics, Sandworm Team conducted online research of partner organizations listed on an official PyeongChang Olympics partnership site.",TA0043,T1591.002
This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.,TA0043,T1591.002
Efforts should focus on minimizing the amount and sensitivity of data available to external parties.,TA0043,T1591.002
"Much of this activity may have a very high occurrence and associated false positive rate, as well as potentially taking place outside the visibility of the target organization, making detection difficult for defenders.",TA0043,T1591.002
"Detection efforts may be focused on related stages of the adversary lifecycle, such as during Initial Access.",TA0043,T1591.002
Adversaries may gather information about the victim's business tempo that can be used during targeting.,TA0043,T1591.003
"Information about an organization’s business tempo may include a variety of details, including operational hours/days of the week.",TA0043,T1591.003
